reference_id	shortcitation	fullcitation
201927	Bray 1958	Bray, J. R. 1958. The distribution of savanna species in relation to light intensity. Canadian Journal of Botany 36:671-681.
185889	Dull et al. 1988a	Dull, C. W., J. D. Ward, H. D. Brown, G. W. Ryan, W. H. Clerke, and R. J. Uhler. 1988a. Evaluation of spruce and fir mortality in the southern Appalachian Mountains. Protection report R8-PR 13. USDA Forest Service, Southern Region. 92 pp.
177969	Govus 1982	Govus, T. E. 1982. Vegetative profiles of the major forest types in the Pisgah and Nantahala national forests. USDA Forest Service. Contract No. 00-4550-1-1399. 71 pp.
184114	Tart 1996	Tart, D. L. 1996. Big sagebrush plant associations of the Pinedale Ranger District. Final review draft. Bridger-Teton National Forest, Jackson WY. 97 pp.
179146	Bunting 1987	Bunting, S. C. 1987. Use of prescribed burning in juniper and pinyon-juniper woodlands. Pages 141-144 in: R. L. Everett, compiler. Proceedings--pinyon-juniper conference; 1986 January 13-16; Reno, NV. General Technical Report INT-215. USDA Forest Service, Intermountain Research Station, Ogden, UT.
182471	Jones and Fertig 1996	Jones, G. P., and W. Fertig. 1996. Plant associations and plant species of special concern in the Jack Morrow Hills ecosystem. Unpublished report prepared for the Bureau of Land Management, Rock Springs District by the Wyoming Natural Diversity Database. 2 volumes.
507649	Coker 1919	Coker, J. C. 1919. The distribution of Rhododendron catawbiense, with remarks on a new form. Journal of the Elisha Mitchell Scientific Society 35:76-82.
197666	Vogl et al. 1988	Vogl, R. J., W. P. Armstrong, K. L. White, and K. L. Cole. 1988. The closed-cone pines and cypresses. Pages 295-358 in: M. G. Barbour and J. Major, editors. 1988. Terrestrial vegetation of California: New expanded edition. California Native Plant Society, Special Publication 9, Sacramento. 1030 pp.
188171	Watson 1979	Watson, G. 1979. Big Thicket plant ecology: An introduction. Big Thicket Museum Publication Series No. 5.
177809	Overlease 1987	Overlease, W. R. 1987. 150 years of vegetation change in Chester County, Pennsylvania. Bartonia 53:1-12.
191500	Sneddon et al. 1996	Sneddon, L., M. Anderson, and K. Metzler. 1996. Community alliances and elements of the Eastern Region. Unpublished report. The Nature Conservancy, Eastern Heritage Task Force, Boston, MA. 235 pp.
178859	Barrett and Enser 1997	Barrett, N., and R. Enser. 1997. Alluvial plant communities within the Wood-Pawcatuck Major Basin, Rhode Island, May 12, 1997. The Nature Conservancy, Connecticut Field Office, Middletown, CT, and The Rhode Island Natural Heritage Program, Department of Environmental Management, Providence, RI.
178115	Craighead 1949	Craighead, F. C. 1949. Insect enemies of eastern forests. USDA Miscellaneous Publication No. 657, United States Printing Office, Washington, DC. 679 pp.
181415	Niering 1979	Niering, W. A. 1979. The Audubon Society field guide to North American wildflowers: Eastern region. Alfred A. Knopf, New York. 887 pp.
191186	Schwartz and Schwartz 1959	Schwartz, C. W., and E. R. Schwartz. 1959. The wild mammals of Missouri. University of Missouri Press and Missouri Conservation Commission. 341 pp.
466799	Radloff 1983	Radloff, D. L. 1983. Wildland classification with multivariate analysis and remote sensing techniques. Unpublished dissertation. Colorado State University, Fort Collins. 106 pp.
667254	Salas and Bolen 2010b	Salas, D., and C. Bolen. 2010b. Vegetation classification and distribution mapping report: Hubbell Trading Post National Historic Site. Natural Resource Technical Report NPS/SCPN/NRTR-2010/301. National Park Service, Fort Collins, CO. 35 pp.
194134	Petranka and Holland 1980	Petranka, J. W., and R. Holland. 1980. A quantitative analysis of bottomland communities in south-central Oklahoma. Southwestern Naturalist 25:207-214.
196111	Jones 1963	Jones, R. E. 1963. Identification and analysis of lesser and greater prairie chicken habitat. Journal of Wildlife Management 27:758-778.
184810	Fleming 1993	Fleming, G. P. 1993. Floristics and preliminary classification of greenstone glade vegetation in Virginia. Virginia Journal of Science 44:119 (Abstract).
181926	Bourdeau and Oosting 1959	Bourdeau, P. F., and H. J. Oosting. 1959. The maritime live oak forest in North Carolina. Ecology 40:148-152.
175870	Robichaud and Buell 1973	Robichaud, B., and M. F. Buell. 1973. Vegetation of New Jersey. Rutgers University Press, New Brunswick, NJ. 340 pp.
192297	Smith 1983	Smith, T. L. 1983. Natural ecological communities of Pennsylvania. Draft, revised 1991. Pennsylvania Natural Diversity Inventory, Middletown, PA.
659470	Edinger et al. 2008b	Edinger, G. J., A. L. Feldmann, T. G. Howard, J. J. Schmid, E. Eastman, E. Largay, and L. A. Sneddon. 2008b. Vegetation classification and mapping at Sagamore Hill National Historic Site, New York. Technical Report NPS/NER/NRTR--2008/124. National Park Service, Philadelphia, PA. 126 pp.
668507	Rossell et al. 2007	Rossell, C. R., Jr., S. Patch and S. Salmons. 2007. Effects of deer browsing on native and non-native vegetation in a mixed oak-beech forest on the Atlantic Coastal Plain. Northeastern Naturalist 14(1):61-72. [http://findarticles.com/p/articles/mi_qa3845/is_200701/ai_n19198307] (accessed March 3, 2009).
191229	Tolstead 1941	Tolstead, W. L. 1941. Plant communities and secondary succession in south-central South Dakota. Ecology 22(3):322-328.
176679	Cedar Creek Associates, Inc. 1987	Cedar Creek Associates, Inc. 1987. Draft vegetation in formation for the Alton Coal Mining Project. Volume 6, Chapter 3, Appendix 3.6-B, pages 1-41 in: Mining & Reclamation Plan for Alton Mine, Utah International, Inc., Utah Division of Oil, Gas & Mining ACT/025/003.
183291	Powell 1988b	Powell, A. M. 1988b. Trees and shrubs of Trans-Pecos Texas including Big Bend and Guadalupe Mountains national parks. Big Bend Natural History Assoc., Inc. 536 pp.
183761	Thomas et al. 2003c	Thomas, K., J. Coles, and M. Hansen. 2003c. Sunset Crater National Monument, Arizona, vegetation classification and distribution: A USGS-NPS Vegetation Mapping Program study. Southwest Biological Science Center, U.S. Geological Survey Open-file Report. [in preparation]
184017	Campbell 1989a	Campbell, J. J. N. 1989a. Natural vegetation types. Pages 185-200 in: J. J. N. Campbell, D. T. Towles, J. R. MacGregor, R. R. Cicerello, B. Palmer-Ball, Jr., M. E. Medley, and S. Olson. Cooperative inventory of endangered, sensitive, and rare species, Daniel Boone National Forest, Stanton Ranger District. USDA Forest Service, Winchester, KY.
342649	Brunsfeld and Johnson 1985	Brunsfeld, S. J., and F. D. Johnson. 1985. Field guide to the willows of east-central Idaho. Bulletin No. 39. Forest, Wildlife & Range Experimental Station, University of Idaho, Moscow. 95 pp.
191549	Rawinski 1987	Rawinski, T. J. 1987. Inland dunes/sand barrens of Maine: A preliminary report. Eastern Heritage Task Force, The Nature Conservancy, Boston, MA.
178677	Kearsley 1999a	Kearsley, J. 1999a. Non-forested acidic peatlands of Massachusetts. Massachusetts Natural Heritage & Endangered Species Program, Massachusetts Division of Fisheries & Wildlife, Wetborough. June 1999. Unpublished report.
188490	Conard 1935	Conard, H. S. 1935. The plant associations of central Long Island. The American Midland Naturalist 16:433-516.
179000	del Moral 1973	del Moral, R. 1973. The vegetation of Findley Lake Basin. The American Midland Naturalist 89(10):26-40.
187014	Mohr 1901	Mohr, C. T. 1901. Plant life of Alabama. Contributions to the U.S. National Herbarium No. 6. Washington, DC. 921 pp.
188582	Daubenmire 1936	Daubenmire, R. F. 1936. The "Big Woods" of Minnesota: Its structure and relation to climate, fire, and soils. Ecological Monographs 6(2):233-268.
187368	Bowers 1984	Bowers, J. E. 1984. Plant geography of southwestern sand dunes. Desert Plants 6(1):31-42, 51-54.
189056	Manning 1988	Manning, M. 1988. Ecology and rooting characteristics of four intermountain meadow community types. Unpublished thesis, University of Nevada, Reno.
178347	Harrison 1980	Harrison, A. T. 1980. The Niobrara Valley Preserve: Its biogeographic importance and description of its biotic communities. A working report to the Nature Conservancy. Minneapolis, MN. 116 pp.
195220	Urbanczyk 1993	Urbanczyk, S. M. 1993. Classification and ordination of alpine plant communities, Sheep Mountain, Lemhi County, Idaho. Unpublished thesis, University of Idaho, Moscow.
189453	Svenson 1970	Svenson, H. K. 1970. A linden (Tilia) forest on Cape Cod (with extended notes on Tilia neglecta, Bromus pubescens, and Ribes hirtellum). Rhodora 72:339-350.
678100	Sneddon and Zaremba 2004	Sneddon, L., and R. Zaremba. 2004. Vegetation classification of Cape Cod National Seashore. U.S. Geological Survey-National Park Service Vegetation Mapping Program. 240 pp.
187343	Hladek et al. 1972	Hladek, K. L., G. K. Hulett, and G. W. Tomanek. 1972. The vegetation of remnant shale-limestone prairies in western Kansas. Southwestern Naturalist 17(1):1-10.
183408	Rust et al. 2000b	Rust, S. K., C. J. Murphy, G. Easdale, and C. Coulter. 2000b. Owyhee Plateau vegetation mapping project: Fixed area plots and stand level community observations, 1998-2000. Unpublished data on file at Idaho Fish and Game, Idaho Conservation Data Center, Boise, ID.
294100	CNHP 1999	CNHP [Colorado Natural Heritage Program]. 1999. Ecological evaluations of Bent Canyon Bluffs, Bravo Canyon, and Rourke Canyon potential Research Natural Areas. Prepared for USFS Comanche National Grassland. Colorado Natural Heritage Program, Boulder, CO.
177738	Booth 1932	Booth, W. E. 1932. The relation of plant communities to soil erosion in Cleveland County, Oklahoma. Unpublished M.S. thesis, University of Oklahoma, Norman.
182408	Halverson et al. 1986	Halverson, N. M., C. Topik, and R. van Vickle. 1986. Plant association and management guide for the western hemlock zone Mt. Hood National Forest. R6-ECOL-232A-1986. USDA Forest Service, Pacific Northwest Region, Portland, OR. 111 pp.
513298	Rentch 2003	Rentch, J. S. 2003. Alnus incana shrubland, unpublished plot data. West Virginia University, Morgantown.
179002	Franklin 1966	Franklin, J. F. 1966. Vegetation and soils in the subalpine forests of the southern Washington Cascade Range. Ph.D. dissertation, Washington State University, Pullman. 132 pp.
175679	Kunzler et al. 1981	Kunzler, L. M., K. T. Harper, and D. B. Kunzler. 1981. Compositional similarity within the oakbrush type in central and northern Utah. Great Basin Naturalist 41(1):147-153.
177733	Evans 1936	Evans, F. R. 1936. A comparative study of the vegetation of a grazed and an ungrazed canyon of the Wasatch Range. Unpublished thesis, University of Utah, Salt Lake City.
198888	Christensen 1949	Christensen, E. M. 1949. The ecology and geographic distribution of oak (Quercus gambelii) in Utah. Unpublished thesis, University of Utah, Salt Lake City. 70 pp.
712647	Allred 1993	Allred, K. W. 1993. A field guide to the grasses of New Mexico. Department of Agricultural Communications, New Mexico State University, Las Cruces.
178519	Johnson 1985b	Johnson, A. F. 1985b. A guide to the plant communities of the Napeague Dunes, Long Island, New York. Mad Printers, Mattituck, NY. 58 pp. plus plates.
190579	Moul 1973	Moul, E. T. 1973. Marine flora and fauna of the northeastern United States: Higher plants of the marine fringe. USDC National Oceanographic and Atmospheric Administration. Technical Report NMFS CIRC-384. Seattle, WA. 61 pp.
200671	Stalter 1990	Stalter, R. 1990. The vascular flora of Assateague Island, Virginia. Bulletin of the Torrey Botanical Club 117:48-56.
198335	Lipps and DeSelm 1969	Lipps, E. L., and H. R. DeSelm. 1969. The vascular flora of the Marshall Forest, Rome, Georgia. Castanea 34:414-432.
473036	Evens et al. 2006	Evens, J., A. Klein, J. Taylor, T. Keeler-Wolf, and D. Hickson, principal investigators. 2006. Vegetation classification, descriptions, and mapping of the Clear Creek Management Area, Joaquin Ridge, Monocline Ridge, and Environs in San Benito and western Fresno counties, California. Final report prepared by California Native Plant Society and California Department of Fish and Game, Sacramento, CA. 273 pp.
468734	Tyndall 1989	Tyndall, R. W. 1989. Aerial photo analysis of woody plant succession in eight Delmarva bays. Unpublished report for The Nature Conservancy. MD. 10 pp.
175754	Tiedemann and Klock 1977	Tiedemann, A. R., and G. O. Klock. 1977. Meeks Table Research Natural Area reference sampling and habitat classification. Research Report PNW-223. USDA Forest Service, Pacific Northwest Forest and Range Experiment Station, Portland. 19 pp.
196787	Lesica 1994	Lesica, P. 1994. The distribution of plant community diversity associated with glacial wetlands in the Ovando Valley, Montana. Final report to The Nature Conservancy Montana Field Office, Helena, MT. 24 pp.
190466	Hedlin et al. 1981	Hedlin, A. F., H. O. Yates, III, D. C. Tover, B. H. Ebel, T. W. Koerber, and E. P. Merkel. 1981. Cone and seed insects of North American conifers. Cooperative Publication. USDA Forest Service, Washington, DC.
196216	Williams and Johnson 1992	Williams, C. E., and W. C. Johnson. 1992. Factors affecting recruitment of Pinus pungens in the southern Appalachian Mountains. Canadian Journal of Forest Research 22:878-887.
183878	Umbanhowar 1992	Umbanhowar, C. E., Jr. 1992. Reanalysis of the Wisconsin prairie continuum. The American Midland Naturalist 127(2):268-275.
188225	Paris and Paris 1974	Paris, O., and M. J. W. Paris, editors. 1974. Initial composite report on the environmental impact assessment of the proposed Black Thunder Mine. Volume 1. Unpublished report submitted to the Wyoming Environmental Institute by the University of Wyoming Black Thunder Project Research Team.
